id_client;flag_coll;amt_credit;bki;age;is_educ;cl_segm;credit_type;fssp;cnt_closed_contract;is_cellphone
1004699;0;100000;5347;52;0;1;POS;0;2;1
1004700;1;800000;48802;23;0;4;CC;0;0;0
1004701;1;600000;9492;38;1;2;POS;0;0;1
1004702;1;700000;77620;46;0;3;CC;52178;1;1
1004703;0;200000;27024;68;1;1;CC;0;2;1
1004704;0;50000;0;52;1;2;POS;0;0;0
1004705;0;75000;18152;36;0;1;CC;0;0;1
1004706;0;125000;0;54;1;2;POS;0;0;1
1004707;0;125000;56228;47;0;2;CC;26321;0;0
1004708;0;90000;59876;49;0;2;POS;0;1;1
1004709;0;100000;88106;53;0;1;POS;0;9;1
1004710;0;150000;0;30;1;3;CC;0;0;1
1004711;0;175000;0;67;1;1;POS;132238;0;1
1004712;0;600000;97080;63;0;3;POS;0;1;1
1004713;0;90000;8998;46;1;2;POS;0;1;1
1004714;0;75000;69113;55;0;3;CC;0;1;1
1004715;0;40000;18159;54;0;4;POS;0;2;1
1004716;1;150000;80000;27;1;3;POS;0;0;1
1004717;1;50000;84714;20;0;1;CC;0;0;1
1004718;0;400000;0;45;1;3;POS;0;1;1
1004719;0;50000;8231;50;1;2;POS;0;2;1
1004720;0;125000;0;18;1;1;CC;0;0;0
1004721;1;1000000;81993;33;0;2;CC;61663;1;0
1004722;1;800000;88907;45;0;4;POS;46971;0;1
1004723;0;175000;0;34;1;1;POS;0;0;1
1004724;1;125000;87608;27;0;4;POS;0;0;1
1004725;1;275000;86058;41;0;4;POS;0;1;1
1004726;0;50000;62840;21;0;3;POS;0;10;1
1004727;0;200000;92058;56;0;1;CC;36133;0;0
1004728;1;200000;30809;21;0;2;CC;0;0;0
1004729;1;40000;442;32;1;4;CC;0;2;0
1004730;1;75000;0;29;1;3;CC;41842;0;0
1004731;0;175000;77705;40;0;4;POS;0;0;1
1004732;0;125000;46288;19;0;4;POS;90997;0;1
1004733;0;150000;81055;45;0;2;POS;111737;0;1
1004734;0;40000;34100;48;1;3;CC;0;0;1
1004735;0;500000;0;56;1;4;POS;77440;0;1
1004736;0;90000;76703;43;1;1;CC;0;1;1
1004737;1;90000;37941;32;0;2;CC;26075;0;1
1004738;0;175000;21335;52;0;2;POS;0;1;1
1004739;1;225000;59557;42;0;1;CC;0;6;0
1004740;1;400000;81215;39;1;2;CC;0;0;0
1004741;0;50000;0;33;1;3;CC;0;2;1
1004742;0;275000;0;54;1;3;POS;13959;0;1
1004743;0;275000;42704;36;1;4;POS;0;0;1
1004744;0;225000;0;35;1;1;POS;54853;2;1
1004745;1;40000;98140;57;0;2;CC;0;1;1
1004746;1;125000;91385;46;0;3;CC;0;0;1
1004747;1;50000;93040;46;0;1;CC;0;0;1
1004748;1;100000;0;53;1;4;POS;0;0;1
1004749;0;200000;60646;31;0;4;POS;0;0;0
1004750;0;275000;18465;61;0;2;CC;0;2;0
1004751;1;100000;84148;43;0;2;CC;11334;0;1
1004752;0;10000;52417;34;0;2;POS;0;4;1
1004753;1;500000;87415;30;0;3;CC;0;0;1
1004754;1;200000;91851;18;0;4;POS;0;0;1
1004755;0;125000;62141;53;0;4;CC;0;0;1
1004756;0;175000;90695;28;1;4;POS;0;0;1
1004757;0;75000;45983;61;0;4;POS;0;1;1
1004758;0;75000;64278;39;1;1;CC;0;0;1
1004759;1;20000;50529;29;0;4;POS;0;2;0
1004760;1;200000;97647;30;0;3;POS;0;0;1
1004761;0;900000;7613;57;0;3;POS;0;1;1
1004762;1;10000;12096;69;0;4;POS;0;0;1
1004763;0;125000;0;26;1;1;POS;0;2;1
1004764;0;900000;2287;26;0;2;POS;0;0;1
1004765;0;275000;33024;65;0;3;POS;0;0;1
1004766;1;10000;90728;38;0;1;POS;0;0;1
1004767;1;10000;5034;18;0;3;POS;0;0;0
1004768;0;100000;31283;21;0;3;POS;0;0;1
1004769;1;75000;53856;51;1;3;POS;63758;0;0
1004770;0;20000;24295;44;0;1;POS;0;2;1
1004771;0;10000;27165;29;0;2;POS;0;2;1
1004772;1;700000;84817;44;0;3;POS;153675;3;0
1004773;1;50000;75207;51;1;2;CC;147512;3;1
1004774;0;800000;0;56;1;3;POS;0;0;1
1004775;0;500000;10266;33;0;1;POS;153776;4;1
1004776;0;50000;24899;54;0;1;POS;0;0;1
1004777;1;1000000;43433;53;0;1;POS;0;7;0
1004778;0;300000;68940;60;1;2;CC;0;1;1
1004779;0;10000;69765;37;1;2;CC;0;8;0
1004780;0;175000;21904;35;0;1;POS;4423;2;1
1004781;0;50000;79068;56;0;2;POS;80129;1;0
1004782;1;125000;45473;22;0;3;POS;0;1;1
1004783;0;125000;87496;52;0;4;POS;36932;1;1
1004784;0;300000;0;57;1;2;POS;0;4;1
1004785;1;200000;0;44;1;3;CC;0;1;1
1004786;1;200000;94077;47;0;4;POS;0;0;1
1004787;0;100000;25455;68;0;2;CC;0;0;1
1004788;0;50000;73568;47;1;2;POS;0;0;1
1004789;1;75000;48943;62;0;3;CC;0;0;0
1004790;0;500000;0;28;1;2;POS;0;0;1
1004791;0;400000;8384;24;1;2;POS;74192;0;1
1004792;0;175000;43161;69;0;1;POS;0;10;0
1004793;0;50000;15727;69;0;1;POS;0;0;1
1004794;1;1000000;27817;46;0;3;POS;0;1;0
1004795;0;10000;74628;64;0;1;POS;104903;0;1
1004796;0;40000;56254;30;0;2;POS;0;0;1
1004797;1;900000;0;63;1;2;POS;41027;0;1
1004798;0;100000;91644;61;0;1;POS;0;1;0
1004799;1;90000;53504;44;0;4;POS;0;0;0
1004800;0;250000;64692;61;0;4;POS;122760;1;1
1004801;1;125000;39046;38;0;2;CC;0;1;1
1004802;0;125000;68161;30;0;1;POS;0;1;0
1004803;0;250000;32501;37;0;3;CC;0;5;1
1004804;0;150000;15797;52;0;1;POS;154763;2;0
1004805;1;500000;50447;29;0;1;POS;0;2;0
1004806;1;300000;0;65;1;4;CC;0;0;1
1004807;0;100000;97380;53;0;3;POS;0;4;1
1004808;0;125000;22126;36;0;1;CC;0;1;1
1004809;1;100000;6900;34;0;3;POS;0;0;0
1004810;0;225000;0;44;1;3;POS;0;0;0
1004811;0;250000;66876;57;0;3;CC;0;1;0
1004812;1;250000;86822;55;0;2;POS;0;0;0
1004813;1;10000;51547;55;1;2;CC;0;0;1
1004814;0;600000;21276;58;1;2;CC;0;0;1
1004815;1;100000;88989;45;0;2;CC;0;0;1
1004816;0;225000;4884;53;0;1;POS;0;10;1
1004817;0;50000;3309;53;0;3;CC;152432;2;1
1004818;0;75000;9925;19;0;3;POS;0;2;0
1004819;0;20000;64539;32;0;3;POS;0;1;1
1004820;1;1000000;35357;61;0;4;POS;0;2;0
1004821;1;50000;50103;64;1;3;CC;0;1;0
1004822;0;125000;0;19;1;2;CC;58463;0;1
1004823;1;300000;37392;35;0;1;CC;0;6;0
1004824;1;75000;65775;38;0;3;POS;76947;1;1
1004825;1;20000;16923;53;0;1;POS;0;1;1
1004826;1;125000;95250;56;0;4;POS;0;0;1
1004827;0;75000;91347;39;0;3;POS;175700;0;1
1004828;1;1000000;99879;50;1;2;POS;0;0;1
1004829;0;200000;59627;48;0;1;POS;0;3;1
1004830;0;20000;67310;70;1;3;POS;0;0;0
1004831;0;90000;27956;66;0;3;CC;73798;3;1
1004832;1;90000;88568;37;0;2;CC;0;0;1
1004833;1;20000;81574;26;0;1;CC;0;3;0
1004834;0;150000;29527;26;0;2;POS;0;0;1
1004835;1;90000;83394;64;0;4;POS;0;2;1
1004836;0;20000;96599;67;0;1;CC;0;1;1
1004837;1;200000;39704;34;0;3;POS;0;2;1
1004838;0;75000;23744;57;0;3;CC;0;2;1
1004839;1;50000;0;33;1;2;CC;65577;1;0
1004840;1;125000;0;31;1;2;CC;0;3;0
1004841;1;50000;81443;24;0;3;CC;0;0;0
1004842;0;40000;51727;26;0;1;POS;35241;6;0
1004843;1;10000;48163;55;0;4;POS;76930;2;1
1004844;0;125000;46637;41;1;2;CC;133921;0;1
1004845;0;50000;90714;24;1;1;CC;0;3;1
1004846;1;50000;78395;26;0;4;POS;0;1;0
1004847;1;400000;0;29;1;3;POS;41819;0;1
1004848;0;700000;99772;64;0;2;CC;0;0;1
1004849;0;90000;11769;44;0;2;POS;0;1;1
1004850;0;75000;31147;63;0;1;POS;0;0;1
1004851;0;10000;45339;32;0;2;POS;0;2;1
1004852;1;10000;49256;59;0;3;CC;80983;2;1
1004853;0;50000;65538;67;0;2;CC;0;0;1
1004854;1;600000;59742;42;1;3;CC;0;10;1
1004855;1;100000;50284;21;0;3;POS;37974;7;1
1004856;0;175000;0;24;1;2;POS;0;0;1
1004857;0;90000;0;33;1;1;CC;67297;1;0
1004858;0;275000;0;30;1;2;POS;0;0;1
1004859;1;225000;64882;32;0;2;POS;0;1;1
1004860;0;125000;77777;56;0;2;POS;0;5;1
1004861;0;800000;49635;46;1;4;POS;23944;0;1
1004862;1;100000;18917;18;0;4;POS;107385;1;1
1004863;0;225000;0;59;1;2;POS;0;0;0
1004864;1;250000;45020;70;0;4;CC;0;2;1
1004865;1;40000;39287;20;1;3;CC;0;1;0
1004866;1;200000;26022;22;0;4;POS;47773;0;0
1004867;0;275000;2484;55;0;1;POS;0;0;0
1004868;0;100000;19897;46;1;1;POS;0;0;1
1004869;1;500000;74146;41;0;3;POS;0;2;0
1004870;0;900000;44143;39;1;2;POS;0;0;0
1004871;0;50000;47174;25;0;1;POS;131747;1;0
1004872;0;175000;76429;37;0;2;POS;30485;0;1
1004873;0;600000;52782;44;0;1;POS;0;1;0
1004874;0;100000;47628;48;0;3;CC;0;1;0
1004875;0;275000;11769;23;0;1;POS;0;0;1
1004876;0;250000;5028;41;0;2;POS;0;0;1
1004877;0;800000;50926;59;0;2;POS;0;0;1
1004878;0;700000;38346;38;1;3;CC;0;3;1
1004879;0;75000;38891;36;1;1;POS;76498;0;0
1004880;1;700000;37449;46;1;2;POS;47658;0;1
1004881;0;200000;3629;35;0;3;POS;0;2;0
1004882;0;75000;53121;28;1;4;POS;0;0;1
1004883;0;500000;99415;44;0;2;POS;63365;0;1
1004884;0;275000;32159;21;0;1;POS;0;1;1
1004885;0;90000;28994;51;0;2;POS;19910;0;1
1004886;0;20000;3754;66;0;3;POS;0;4;1
1004887;0;75000;26169;56;0;2;POS;0;0;1
1004888;1;275000;0;26;1;3;POS;0;0;1
1004889;1;100000;46240;46;0;3;CC;0;1;1
1004890;0;1000000;0;46;1;2;CC;0;0;1
1004891;0;20000;20309;63;0;1;POS;0;1;1
1004892;0;700000;0;20;1;1;CC;8372;1;0
1004893;0;500000;0;49;1;2;POS;39818;0;1
1004894;1;200000;13725;36;0;4;CC;193885;2;0
1004895;1;175000;21634;67;0;2;POS;0;0;1
1004896;0;75000;0;22;1;2;POS;0;6;1
1004897;1;200000;95484;43;0;3;POS;0;2;0
1004898;0;75000;92082;23;0;2;POS;40075;1;1
1004899;0;20000;57986;48;0;2;POS;0;0;1
1004900;0;600000;30164;58;0;2;POS;79299;0;0
1004901;0;200000;0;59;1;2;POS;0;1;1
1004902;0;300000;92490;62;0;3;CC;0;0;1
1004903;0;100000;1312;19;0;2;POS;0;2;1
1004904;1;225000;20952;29;0;2;CC;0;0;1
1004905;1;50000;90362;30;0;3;POS;0;4;1
1004906;0;300000;40061;36;0;1;POS;0;0;1
1004907;0;200000;51109;41;0;2;POS;0;0;0
1004908;0;175000;46911;62;0;1;CC;0;1;1
1004909;1;50000;93864;41;0;3;POS;0;4;0
1004910;1;40000;12294;18;0;4;CC;0;0;0
1004911;0;300000;0;55;1;2;CC;0;3;0
1004912;0;250000;0;37;1;2;CC;0;0;1
1004913;1;40000;91678;48;0;3;CC;0;0;0
1004914;1;90000;22117;21;0;3;POS;0;1;0
1004915;0;90000;73301;26;0;1;CC;0;1;1
1004916;0;90000;59570;51;0;2;POS;0;2;1
1004917;0;275000;0;22;1;3;POS;0;0;1
1004918;0;400000;0;43;1;3;POS;0;0;0
1004919;1;40000;57379;41;1;3;POS;0;0;0
1004920;0;150000;46819;53;0;2;POS;0;0;1
1004921;1;40000;43595;48;0;2;POS;0;3;0
1004922;0;300000;99796;54;1;1;CC;0;8;1
1004923;1;90000;50301;19;0;3;CC;51624;0;1
1004924;0;300000;0;21;1;3;CC;163030;0;0
1004925;1;500000;0;64;1;2;POS;0;0;1
1004926;0;225000;0;48;1;3;POS;0;2;1
1004927;0;900000;57194;51;0;2;CC;192741;0;1
1004928;0;100000;0;65;1;2;POS;0;0;1
1004929;1;90000;89178;34;0;4;POS;0;3;1
1004930;1;600000;89744;70;0;2;POS;0;0;1
1004931;0;100000;56703;69;0;2;POS;0;4;1
1004932;1;20000;80273;44;0;1;CC;0;0;0
1004933;1;40000;79716;19;0;3;CC;0;0;0
1004934;1;90000;224;35;0;3;CC;61687;0;0
1004935;1;250000;0;46;1;2;CC;121893;1;0
1004936;0;250000;43810;20;0;2;CC;0;2;1
1004937;0;100000;0;19;1;3;POS;0;0;0
1004938;0;50000;55566;23;0;1;POS;0;0;1
1004939;0;125000;69889;51;0;4;POS;182228;0;1
1004940;1;10000;90592;25;1;3;POS;0;1;0
1004941;1;200000;19371;49;0;2;CC;0;0;1
1004942;0;300000;37033;22;0;2;POS;0;7;0
1004943;1;10000;46587;44;0;3;CC;0;1;0
1004944;0;600000;0;54;1;3;POS;98460;0;1
1004945;0;150000;47991;59;1;1;POS;0;1;1
1004946;0;40000;4136;25;0;3;POS;0;2;1
1004947;0;175000;77801;21;0;2;POS;0;2;0
1004948;0;100000;15193;21;0;3;POS;0;0;1
1004949;0;100000;0;55;1;1;CC;0;0;0
1004950;1;500000;63790;43;0;3;CC;0;1;1
1004951;0;75000;84596;19;1;3;CC;0;0;1
1004952;0;100000;15887;45;1;4;POS;0;0;1
1004953;1;100000;362;54;0;1;POS;0;0;0
1004954;0;150000;22291;63;0;1;CC;106343;0;1
1004955;1;10000;43672;54;1;3;CC;0;0;1
1004956;1;75000;3042;27;0;3;POS;0;0;1
1004957;0;175000;33225;46;1;1;POS;85067;0;1
1004958;1;200000;0;70;1;3;POS;0;0;0
1004959;0;100000;61409;18;0;2;POS;6179;0;1
1004960;0;50000;76812;45;0;1;CC;0;1;0
1004961;0;250000;0;58;1;3;CC;0;3;1
1004962;0;100000;0;21;1;3;POS;0;2;1
1004963;1;700000;93757;18;1;1;POS;184139;2;1
1004964;0;700000;38246;63;0;2;POS;0;0;1
1004965;0;50000;38745;58;0;1;POS;0;0;1
1004966;1;20000;70914;58;0;4;POS;0;3;1
1004967;0;250000;35585;45;1;3;POS;0;1;1
1004968;0;175000;86550;46;0;2;CC;37405;0;1
1004969;0;500000;19181;59;1;3;CC;0;2;1
1004970;0;40000;15147;49;0;3;POS;0;0;1
1004971;1;800000;67855;60;0;2;CC;0;1;1
1004972;0;700000;82545;27;0;2;POS;178979;0;1
1004973;1;175000;0;63;1;4;POS;0;1;1
1004974;0;200000;490;64;0;2;POS;0;2;1
1004975;1;20000;93016;28;0;2;POS;0;4;1
1004976;0;275000;60863;52;0;2;POS;0;4;0
1004977;1;40000;0;23;1;4;CC;0;7;0
1004978;1;700000;74508;48;1;4;CC;0;0;1
1004979;1;250000;23463;19;0;3;POS;115822;4;0
1004980;0;50000;44896;53;0;4;POS;0;2;0
1004981;0;500000;88519;45;1;1;POS;187707;0;0
1004982;1;275000;48020;54;1;3;POS;0;0;1
1004983;1;100000;41017;38;0;3;POS;0;3;1
1004984;0;250000;14078;28;1;1;POS;101080;1;1
1004985;0;50000;25172;52;0;1;POS;0;0;1
1004986;0;125000;42163;48;0;3;POS;0;0;1
1004987;1;275000;0;28;1;2;CC;0;1;0
1004988;0;275000;95602;39;0;2;CC;0;2;1
1004989;0;100000;44905;43;0;2;POS;0;2;1
1004990;0;500000;5664;40;0;2;POS;154882;0;1
1004991;1;200000;0;48;1;4;POS;39365;2;1
1004992;0;20000;57490;35;0;1;POS;107163;0;1
1004993;1;175000;97220;58;0;4;POS;0;1;1
1004994;0;40000;62693;62;0;1;CC;0;2;1
1004995;1;225000;32368;62;1;3;POS;0;1;1
1004996;0;800000;0;38;1;4;POS;0;0;1
1004997;1;75000;87804;59;1;3;CC;0;0;0
1004998;1;75000;12236;27;0;3;CC;0;1;0
1004999;1;90000;17424;26;0;3;CC;132168;2;0
1005000;1;90000;43362;66;0;4;CC;0;0;0
1005001;0;250000;74667;34;0;4;POS;0;0;1
1005002;1;10000;25140;53;0;2;POS;0;1;1
1005003;0;200000;0;27;1;2;CC;142184;2;1
1005004;0;90000;15760;60;0;1;POS;0;0;1
1005005;0;125000;0;27;1;1;CC;0;2;1
1005006;1;150000;76067;69;0;3;POS;0;2;0
1005007;0;75000;80571;47;1;2;CC;92737;1;1
1005008;0;225000;0;38;1;2;POS;0;0;1
1005009;0;50000;91207;23;0;3;CC;0;0;0
1005010;1;300000;14144;30;0;3;POS;0;2;0
1005011;0;90000;0;37;1;3;POS;0;0;1
1005012;1;500000;11012;61;0;4;POS;0;0;0
1005013;0;10000;15606;26;0;2;POS;0;0;0
1005014;1;1000000;0;29;1;2;CC;0;0;1
1005015;0;20000;25773;56;0;1;POS;14770;0;1
1005016;0;125000;83441;20;0;3;POS;0;1;0
1005017;1;800000;0;64;1;2;POS;21362;0;1
1005018;0;75000;51814;44;0;1;POS;129819;1;1
1005019;1;600000;83242;23;0;3;POS;49244;0;1
1005020;0;40000;0;36;1;2;POS;0;4;1
1005021;0;90000;0;42;1;2;POS;0;0;1
1005022;0;900000;97489;55;0;2;POS;0;0;1
1005023;0;90000;97275;49;0;3;CC;0;1;1
1005024;0;125000;0;51;1;3;POS;0;0;0
1005025;0;20000;55831;34;0;3;POS;156189;0;1
1005026;0;75000;0;62;1;4;POS;0;1;0
1005027;0;250000;66825;31;1;2;POS;0;0;1
1005028;1;225000;73117;56;0;2;POS;0;0;1
1005029;1;75000;0;24;1;2;CC;0;0;0
1005030;0;75000;93968;65;0;1;POS;35271;1;1
1005031;0;10000;37475;54;0;2;CC;0;2;0
1005032;1;10000;28585;64;0;2;POS;0;0;0
1005033;0;100000;58700;61;0;1;POS;0;1;0
1005034;1;225000;29544;21;0;3;POS;0;7;1
1005035;0;50000;15768;66;0;2;POS;65503;0;0
1005036;0;600000;0;21;1;2;POS;0;1;0
1005037;1;40000;92247;32;1;2;POS;0;2;1
1005038;1;40000;0;27;1;3;CC;0;0;1
1005039;0;300000;56382;53;0;1;POS;0;1;1
1005040;1;50000;1818;28;1;4;CC;0;2;1
1005041;1;900000;95859;33;0;3;POS;0;1;0
1005042;0;600000;7403;18;0;2;CC;0;2;1
1005043;1;20000;9067;54;0;4;POS;0;2;1
1005044;0;100000;75159;63;0;3;POS;0;0;1
1005045;0;125000;42871;39;0;1;POS;183731;0;1
1005046;0;250000;0;60;1;4;POS;0;2;0
1005047;0;500000;279;53;0;4;POS;0;1;1
1005048;1;75000;88716;37;0;3;CC;0;0;0
1005049;0;175000;82952;21;0;3;POS;0;1;1
1005050;0;40000;92142;34;0;4;CC;0;0;1
1005051;0;150000;71941;63;1;1;POS;0;9;0
1005052;0;100000;86827;28;0;2;POS;0;0;1
1005053;1;1000000;72405;65;0;2;POS;0;2;0
1005054;0;125000;92357;36;0;3;POS;0;6;1
1005055;0;100000;88645;54;1;3;POS;0;0;1
1005056;0;250000;72715;28;0;1;POS;0;1;1
1005057;1;500000;25275;26;0;3;CC;0;0;0
1005058;0;200000;22284;58;0;1;POS;0;1;1
1005059;0;500000;94011;21;0;2;POS;0;0;1
1005060;1;75000;45332;25;0;3;POS;0;2;1
1005061;0;275000;59459;59;0;1;POS;0;2;0
1005062;1;90000;21021;57;0;2;CC;167715;4;1
1005063;1;250000;93059;34;1;3;CC;130968;2;1
1005064;1;250000;0;25;1;3;POS;0;0;0
1005065;1;50000;0;31;1;1;CC;0;0;1
1005066;1;90000;65838;57;1;1;CC;171984;0;1
1005067;1;275000;81404;65;0;1;POS;0;0;1
1005068;1;10000;88198;67;0;1;POS;36288;0;1
1005069;0;40000;3740;24;0;1;POS;0;10;1
1005070;0;75000;45144;32;0;3;POS;0;0;1
1005071;1;75000;89680;60;0;4;POS;0;1;1
1005072;1;50000;35031;38;0;2;POS;0;1;1
1005073;0;50000;92488;70;0;3;POS;0;0;1
1005074;1;100000;36944;20;0;2;POS;28803;0;1
1005075;0;100000;91008;55;0;1;POS;192584;1;0
1005076;1;1000000;75591;32;0;2;POS;0;0;1
1005077;0;275000;0;44;1;3;POS;0;7;1
1005078;0;225000;0;70;1;2;POS;0;0;1
1005079;0;700000;0;42;1;1;CC;0;0;1
1005080;1;90000;75051;62;0;3;CC;0;0;0
1005081;0;100000;65005;45;0;3;POS;46684;5;1
1005082;0;75000;5161;26;0;2;CC;0;0;1
1005083;0;75000;0;61;1;4;POS;0;0;1
1005084;0;50000;728;51;1;2;POS;0;0;0
1005085;0;300000;70726;37;0;2;POS;0;2;1
1005086;0;125000;51257;64;1;3;POS;0;2;1
1005087;1;275000;73284;42;0;4;POS;0;0;1
1005088;0;50000;59333;42;0;2;POS;130602;2;1
1005089;1;125000;85226;60;1;2;CC;0;0;1
1005090;1;10000;58513;58;0;1;CC;0;0;0
1005091;0;800000;14784;19;0;3;POS;77165;3;1
1005092;1;500000;15216;66;0;4;POS;0;0;1
1005093;0;90000;87298;18;0;2;POS;0;5;0
1005094;0;100000;13288;36;0;3;POS;111209;2;1
1005095;0;600000;11405;37;0;4;POS;0;0;0
1005096;0;90000;9548;44;1;3;CC;0;0;1
1005097;0;10000;8774;64;0;2;POS;0;1;1
1005098;0;90000;0;46;1;2;CC;185799;2;0
1005099;1;900000;53298;34;0;3;POS;0;0;0
1005100;0;90000;0;33;1;2;POS;0;0;1
1005101;0;40000;0;33;1;1;POS;0;2;1
1005102;1;175000;90687;68;0;2;CC;0;1;0
1005103;0;225000;0;58;1;2;POS;0;1;1
1005104;0;300000;52970;53;0;2;POS;0;0;1
1005105;0;250000;89919;28;0;4;POS;0;2;1
1005106;0;500000;57935;37;0;3;CC;0;0;1
1005107;1;125000;32499;31;0;2;CC;0;0;0
1005108;0;275000;35947;68;0;2;POS;0;1;1
1005109;0;400000;28756;56;0;3;POS;68726;3;0
1005110;1;125000;34736;59;1;3;POS;123149;0;0
1005111;0;150000;83261;27;0;2;POS;0;1;1
1005112;0;225000;82998;22;0;4;POS;0;0;1
1005113;0;800000;29321;40;0;2;POS;0;2;1
1005114;0;40000;0;60;1;2;CC;156587;2;1
1005115;0;20000;27360;31;0;2;POS;0;0;0
1005116;0;10000;52865;54;0;4;POS;59665;9;1
1005117;1;40000;27677;29;0;3;POS;0;3;0
1005118;0;10000;96184;52;0;2;CC;0;3;1
1005119;0;100000;2430;50;0;2;POS;0;1;1
1005120;0;700000;44043;68;1;2;CC;0;0;1
1005121;0;90000;0;64;1;4;POS;0;3;1
1005122;0;40000;64369;59;0;3;CC;0;0;0
1005123;0;10000;52279;23;0;4;POS;0;1;0
1005124;1;10000;84361;24;0;4;CC;25583;0;1
1005125;1;10000;43678;28;1;1;POS;0;0;1
1005126;0;125000;34183;62;0;2;POS;35358;6;1
1005127;0;250000;94449;55;0;4;POS;26819;1;1
1005128;1;10000;64229;30;0;1;POS;179578;6;1
1005129;0;500000;61852;68;0;2;POS;0;0;1
1005130;1;100000;8189;68;0;4;POS;0;0;0
1005131;1;90000;65046;48;0;3;CC;0;0;1
1005132;0;500000;14485;34;1;3;POS;0;2;0
1005133;1;150000;0;29;1;2;POS;24427;2;1
1005134;0;600000;71763;49;0;2;POS;80649;0;1
1005135;1;20000;76903;18;0;3;POS;123424;3;0
1005136;0;250000;52810;28;0;3;POS;0;0;1
1005137;0;300000;7901;50;0;2;POS;0;2;1
1005138;0;50000;44422;34;0;2;POS;0;5;1
1005139;0;800000;0;53;1;3;POS;0;6;1
1005140;0;75000;54461;70;0;3;CC;0;10;0
1005141;0;125000;0;22;1;2;POS;0;1;1
1005142;0;400000;98982;42;1;1;POS;0;0;1
1005143;0;400000;41047;56;0;3;POS;0;1;0
1005144;0;125000;54019;30;0;3;POS;0;1;1
1005145;0;250000;28270;53;1;1;CC;0;1;1
1005146;0;225000;54425;68;1;3;POS;0;0;1
1005147;1;20000;83258;18;0;3;POS;0;0;1
1005148;0;20000;7047;43;0;2;POS;0;1;0
1005149;0;300000;44491;50;0;3;POS;0;0;1
1005150;1;40000;48194;46;0;2;POS;0;0;1
1005151;0;1000000;0;59;1;3;CC;102243;0;1
1005152;1;40000;81259;38;0;4;CC;0;0;1
1005153;0;175000;56465;65;1;2;CC;0;0;1
1005154;1;600000;14404;63;0;3;POS;102508;0;1
1005155;1;75000;67547;42;0;1;POS;0;0;1
1005156;1;500000;0;56;1;3;CC;0;0;1
1005157;1;200000;47327;48;0;3;POS;0;0;0
1005158;0;90000;97675;48;0;2;POS;54662;1;1
1005159;0;20000;50211;19;0;1;POS;0;0;0
1005160;0;50000;93121;59;1;4;POS;0;0;1
1005161;0;175000;0;49;1;1;POS;0;0;1
1005162;1;250000;78903;66;1;3;CC;0;1;1
1005163;0;900000;44563;47;0;2;POS;29087;0;1
1005164;1;400000;60194;63;0;3;POS;0;0;1
1005165;0;40000;46795;25;0;2;POS;0;0;0
1005166;1;40000;95914;40;0;2;POS;0;0;1
1005167;0;100000;16052;20;0;2;POS;0;0;0
1005168;1;600000;43027;58;0;4;CC;155472;2;0
1005169;1;500000;46997;40;0;3;POS;0;1;0
1005170;0;10000;21997;35;0;4;CC;0;8;1
1005171;1;50000;5874;28;0;2;CC;0;0;0
1005172;0;500000;70032;67;0;2;POS;0;0;1
1005173;1;800000;77484;70;0;1;CC;0;0;0
1005174;0;75000;0;58;1;2;CC;153531;3;0
1005175;0;500000;24887;22;0;1;POS;0;0;1
1005176;0;75000;12741;37;0;2;POS;0;0;1
1005177;0;75000;83771;67;0;1;POS;0;0;1
1005178;1;1000000;2320;25;0;2;POS;7393;1;1
1005179;0;20000;48152;61;0;2;POS;0;0;1
1005180;0;200000;96878;32;0;2;POS;0;0;1
1005181;0;125000;71652;24;0;2;POS;0;1;1
1005182;1;500000;0;26;1;4;CC;0;2;0
1005183;1;90000;41004;34;0;4;POS;71023;3;1
1005184;0;275000;0;34;1;4;POS;0;3;0
1005185;1;300000;0;34;1;3;POS;0;1;0
1005186;0;225000;86904;34;0;1;POS;137681;0;1
1005187;1;125000;20592;21;0;3;POS;105002;0;1
1005188;0;400000;0;44;1;1;POS;0;0;1
1005189;0;50000;51042;64;0;3;POS;0;0;0
1005190;0;400000;46879;50;0;2;CC;0;0;1
1005191;0;400000;40112;41;0;3;POS;43817;2;1
1005192;1;200000;34726;36;0;3;CC;0;2;1
1005193;0;10000;87283;47;0;2;POS;0;0;1
1005194;0;125000;78619;53;0;3;POS;0;0;1
1005195;1;10000;0;36;1;4;POS;0;0;0
1005196;0;800000;67075;26;1;2;POS;0;0;1
1005197;0;100000;62217;41;0;1;CC;0;1;1
1005198;1;500000;41027;55;1;3;CC;0;1;1
1005199;1;10000;62135;53;0;2;POS;0;1;0
1005200;0;600000;0;67;1;4;POS;0;1;1
1005201;0;40000;0;27;1;2;POS;0;1;1
1005202;1;250000;20412;22;0;3;POS;0;0;1
1005203;0;10000;0;33;1;3;POS;0;0;1
1005204;1;100000;94981;63;0;3;POS;103778;4;0
1005205;0;225000;92007;38;0;2;POS;61371;0;1
1005206;0;125000;83257;53;0;4;POS;0;0;1
1005207;0;90000;36940;20;0;3;POS;0;1;1
1005208;0;100000;84723;30;0;4;POS;0;1;1
1005209;1;10000;23154;48;0;4;CC;58745;0;0
1005210;1;40000;77123;32;0;4;POS;0;1;1
1005211;0;125000;21813;47;0;4;CC;0;6;1
1005212;0;200000;9587;25;0;2;POS;0;0;1
1005213;0;40000;44143;18;0;3;POS;0;0;1
